[]
[('かがやくリザードン', 'K', '炎', '015/172', 'S12a')]
[('ポプラ', 'SR', 'サポート', '269/184', 'S8b')]
[('マクワ', 'SR', 'サポート', '270/184', 'S8b')]
[('マスター', 'SR', 'サポート', '271/184', 'S8b')]
[('マスタード', 'いちげきのかた(SR', 'サポート', '272/184', 'S8b')]
[('マスタード', 'れんげきのかた(SR', 'サポート', '273/184', 'S8b')]
[('メロン', 'SR', 'サポート', '274/184', 'S8b')]
[('ヤロー', 'SR', 'サポート', '275/184', 'S8b')]
[('ユウリ', 'SR', 'サポート', '276/184', 'S8b')]
[('ルリナ', 'SR', 'サポート', '277/184', 'S8b')]
[('はくばバドレックスVMAX', 'UR', '水', '278/184', 'S8b')]
[('ピカチュウVMAX', 'UR', '雷', '279/184', 'S8b')]
[('ミュウVMAX', 'UR', '超', '280/184', 'S8b')]
[('こくばバドレックスVMAX', 'UR', '超', '281/184', 'S8b')]
[('いちげきウーラオスVMAX', 'UR', '闘', '282/184', 'S8b')]
[('れんげきウーラオスVMAX', 'UR', '闘', '283/184', 'S8b')]
[('レックウザVMAX', 'UR', 'ドラゴン', '284/184', 'S8b')]
[('ジュラルドンVMAX', 'UR', 'ドラゴン', '285/184', 'S8b')]
[('ザシアンV:色違い', '-', '鋼', '029/028', 'SJ')]
[('ザマゼンタV:色違い', '-', '鋼', '030/028', 'SJ')]
[('リザードン', '-', '炎', '001/025', 'S8a-P')]
[('フシギバナ', '-', '草', '002/025', 'S8a-P')]
[('カメックス', '-', '水', '003/025', 'S8a-P')]
[('にせオーキドはかせ', '-', 'トレーナー', '004/025', 'S8a-P')]
[('わるいギャラドス', '-', '水', '005/025', 'S8a-P')]
[('ロケット団参上！', '-', 'トレーナー', '006/025', 'S8a-P')]
[('_のピカチュウ', '-', '雷', '007/025', 'S8a-P')]
[('R団のサンダー', '-', '雷', '008/025', 'S8a-P')]
[('ピィ', '-', '無', '009/025', 'S8a-P')]
[('ひかるコイキング', '-', '水', '010/025', 'S8a-P')]
[('マグマ団のグラードン', '-', '闘', '011/025', 'S8a-P')]
[('ブラッキー☆', '-', '悪', '012/025', 'S8a-P')]
[('ミュウex', '-', '超', '014/025', 'S8a-P')]
[('サーナイトexδ-デルタ種', '-', '炎', '015/025', 'S8a-P')]
[('ネンドール', '-', '闘', '016/025', 'S8a-P')]
[('レントラーGL［ジムリーダー］LV.X', '-', '雷', '017/025', 'S8a-P')]
[('ガブリアスC[チャンピオン]LV.X', '-', '無', '018/025', 'S8a-P')]
[('レシラム', '-', '炎', '020/025', 'S8a-P')]
[('ゼクロム', '-', '雷', '021/025', 'S8a-P')]
[('ミュウツーEX', '-', '超', '022/025', 'S8a-P')]
[('MレックウザEX', '-', '無', '024/025', 'S8a-P')]
[('カプ・テテフGX', '-', '超', '025/025', 'S8a-P')]
[('ピカチュウ:ミラー', '-', '雷', '001/028', 'S8a-M')]
[('ミュウ:ミラー', '-', '超', '002/028', 'S8a-M')]
[('そらをとぶピカチュウV', 'RR', '雷', '023/028', 'S8a')]
[('そらをとぶピカチュウVMAX', 'RRR', '雷', '024/028', 'S8a')]
[('ピカチュウV-UNION', 'RRR', '雷', ':4枚セット', 'S8a')]
[('博士の研究（オーキド博士）', 'SR', 'サポート', '029/028', 'S8a')]
[('ミュウ', 'UR', '超', '030/028', 'S8a')]
[('クロススイッチャー', 'U', 'グッズ', '090/100', 'S8')]
[('バトルVIPパス', 'U', 'グッズ', '091/100', 'S8')]
[('アマージョV', 'SR', '草', '101/100', 'S8')]
[('シャンデラV', 'SR', '炎', '102/100', 'S8')]
[('ケケンカニV', 'SR', '水', '103/100', 'S8')]
[('パルスワンV', 'SR', '雷', '104/100', 'S8')]
[('ミュウV', 'SR', '超', '105/100', 'S8')]
[('ミュウV:SA', 'SR', '超', '106/100', 'S8')]
[('フーパV', 'SR', '悪', '107/100', 'S8')]
[('ゲノセクトV', 'SR', '鋼', '108/100', 'S8')]
[('ゲノセクトV:SA', 'SR', '鋼', '109/100', 'S8')]
[('ヨクバリスV', 'SR', '無', '110/100', 'S8')]
[('ヨクバリスV:SA', 'SR', '無', '111/100', 'S8')]
[('カゲツ', 'SR', 'サポート', '112/100', 'S8')]
[('カミツレのきらめき', 'SR', 'サポート', '113/100', 'S8')]
[('ダンサー', 'SR', 'サポート', '114/100', 'S8')]
[('ポッドとデントとコーン', 'SR', 'サポート', '115/100', 'S8')]
[('シャンデラVMAX:エラー版', 'HR', '炎', '116/100', 'S8')]
[('シャンデラVMAX:修正版', 'HR', '炎', '116/100', 'S8')]
[('パルスワンVMAX', 'HR', '雷', '117/100', 'S8')]
[('ミュウVMAX', 'HR', '超', '118/100', 'S8')]
[('ミュウVMAX:SA', 'HR', '超', '119/100', 'S8')]
[('ヨクバリスVMAX', 'HR', '無', '120/100', 'S8')]
[('カゲツ', 'HR', 'サポート', '121/100', 'S8')]
[('カミツレのきらめき', 'HR', 'サポート', '122/100', 'S8')]
[('ダンサー', 'HR', 'サポート', '123/100', 'S8')]
[('ポッドとデントとコーン', 'HR', 'サポート', '124/100', 'S8')]
[('モココ', 'UR', '雷', '125/100', 'S8')]
[('パワータブレット', 'UR', 'グッズ', '126/100', 'S8')]
[('トレーニングコート', 'UR', 'スタジアム', '127/100', 'S8')]
[('基本草エネルギー', 'UR', '基本エネルギー', '128/100', 'S8')]
[('基本炎エネルギー', 'UR', '基本エネルギー', '129/100', 'S8')]
[('ミュウツーV-UNION', '-', '超', '※4枚セット', 'SP5')]
[('ゲッコウガV-UNION', '-', '水', '※4枚セット', 'SP5')]
[('ザシアンV-UNION', '-', '鋼', '※4枚セット', 'SP5')]
[('バーネット博士', '-', 'サポート', '013/013', 'SP5')]
[('フリージオ', 'C', '水', '024/067', 'S7R')]
[('レジエレキ', 'R', '雷', '033/067', 'S7R')]
[('オーロットV', 'SR', '草', '068/067', 'S7R')]
[('ウルガモスV', 'SR', '炎', '069/067', 'S7R')]
[('ギャラドスV', 'SR', '水', '070/067', 'S7R')]
[('チャーレムV', 'SR', '闘', '071/067', 'S7R')]
[('チャーレムV:SA', 'SR', '闘', '072/067', 'S7R')]
[('カイリューV', 'SR', 'ドラゴン', '073/067', 'S7R')]
[('カイリューV:SA', 'SR', 'ドラゴン', '074/067', 'S7R')]
[('レックウザV', 'SR', 'ドラゴン', '075/067', 'S7R')]
[('レックウザV:SA', 'SR', 'ドラゴン', '076/067', 'S7R')]
[('サナ', 'SR', 'サポート', '077/067', 'S7R')]
[('スクールボーイ', 'SR', 'サポート', '078/067', 'S7R')]
[('ヒガナの決意', 'SR', 'サポート', '079/067', 'S7R')]
[('オーロットVMAX', 'HR', '草', '080/067', 'S7R')]
[('ギャラドスVMAX', 'HR', '水', '081/067', 'S7R')]
[('レックウザVMAX', 'HR', 'ドラゴン', '082/067', 'S7R')]
[('レックウザVMAX:SA', 'HR', 'ドラゴン', '083/067', 'S7R')]
[('サナ', 'HR', 'サポート', '084/067', 'S7R')]
[('スクールボーイ', 'HR', 'サポート', '085/067', 'S7R')]
[('ヒガナの決意', 'HR', 'サポート', '086/067', 'S7R')]
[('ユキメノコ', 'UR', '水', '087/067', 'S7R')]
[('トイキャッチャー', 'UR', 'グッズ', '088/067', 'S7R')]
[('嵐の山脈', 'UR', 'スタジアム', '089/067', 'S7R')]
[('基本雷エネルギー', 'UR', '基本エネルギー', '090/067', 'S7R')]
[('あなぬけのヒモ', 'U', 'グッズ', '056/067', 'S7D')]
[('スイクンV', 'SR', '水', '068/067', 'S7D')]
[('ゴルーグV', 'SR', '超', '069/067', 'S7D')]
[('ゴルーグV:SA', 'SR', '超', '070/067', 'S7D')]
[('ルガルガンV', 'SR', '闘', '071/067', 'S7D')]
[('ダストダスV', 'SR', '悪', '072/067', 'S7D')]
[('オンバーンV', 'SR', 'ドラゴン', '073/067', 'S7D')]
[('オンバーンV:SA', 'SR', 'ドラゴン', '074/067', 'S7D')]
[('ジュラルドンV', 'SR', 'ドラゴン', '075/067', 'S7D')]
[('ジュラルドンV:SA', 'SR', 'ドラゴン', '076/067', 'S7D')]
[('キバナ', 'SR', 'サポート', '077/067', 'S7D')]
[('スクールガール', 'SR', 'サポート', '078/067', 'S7D')]
[('モノマネむすめ', 'SR', 'サポート', '079/067', 'S7D')]
[('ルガルガンVMAX', 'HR', '闘', '080/067', 'S7D')]
[('ダストダスVMAX', 'HR', '悪', '081/067', 'S7D')]
[('ジュラルドンVMAX', 'HR', 'ドラゴン', '082/067', 'S7D')]
[('ジュラルドンVMAX:SA', 'HR', 'ドラゴン', '083/067', 'S7D')]
[('キバナ', 'HR', 'サポート', '084/067', 'S7D')]
[('スクールガール', 'HR', 'サポート', '085/067', 'S7D')]
[('モノマネむすめ', 'HR', 'サポート', '086/067', 'S7D')]
[('クレセリア', 'UR', '超', '087/067', 'S7D')]
[('フルフェイスガード', 'UR', 'グッズ', '088/067', 'S7D')]
[('結晶の洞窟', 'UR', 'サポート', '089/067', 'S7D')]
[('基本鋼エネルギー', 'UR', '基本エネルギー', '090/067', 'S7D')]
[('ブースターVMAX', '-', '炎', '001/004', 'SP4')]
[('シャワーズVMAX', '-', '水', '002/004', 'SP4')]
[('サンダースVMAX', '-', '雷', '003/004', 'SP4')]
[('エーフィVMAX', '-', '超', '004/004', 'SP4')]
[('リーフィアVMAX', 'RRR', '草', '003/069', 'S6a')]
[('リーフィアV', 'SR', '草', '070/069', 'S6a')]
[('リーフィアV:SA', 'SR', '草', '071/069', 'S6a')]
[('ブースターV', 'SR', '炎', '072/069', 'S6a')]
[('ブースターV:SA', 'SR', '炎', '073/069', 'S6a')]
[('シャワーズV', 'SR', '水', '074/069', 'S6a')]
[('シャワーズV:SA', 'SR', '水', '075/069', 'S6a')]
[('グレイシアV', 'SR', '水', '076/069', 'S6a')]
[('グレイシアV:SA', 'SR', '水', '077/069', 'S6a')]
[('サンダースV', 'SR', '雷', '078/069', 'S6a')]
[('サンダースV:SA', 'SR', '雷', '079/069', 'S6a')]
[('エーフィV', 'SR', '超', '080/069', 'S6a')]
[('エーフィV:SA', 'SR', '超', '081/069', 'S6a')]
[('ニンフィアV', 'SR', '超', '082/069', 'S6a')]
[('ニンフィアV:SA', 'SR', '超', '083/069', 'S6a')]
[('ブラッキーV', 'SR', '悪', '084/069', 'S6a')]
[('ブラッキーV:SA', 'SR', '悪', '085/069', 'S6a')]
[('アロマなおねえさん', 'SR', 'サポート', '086/069', 'S6a')]
[('マクワ', 'SR', 'サポート', '087/069', 'S6a')]
[('リーフィアVMAX', 'HR', '草', '088/069', 'S6a')]
[('リーフィアVMAX:SA', 'HR', '草', '089/069', 'S6a')]
[('グレイシアVMAX', 'HR', '水', '090/069', 'S6a')]
[('グレイシアVMAX:SA', 'HR', '水', '091/069', 'S6a')]
[('ニンフィアVMAX', 'HR', '超', '092/069', 'S6a')]
[('ニンフィアVMAX:SA', 'HR', '超', '093/069', 'S6a')]
[('ブラッキーVMAX', 'HR', '悪', '094/069', 'S6a')]
[('ブラッキーVMAX:SA', 'HR', '悪', '095/069', 'S6a')]
[('アロマなおねえさん', 'HR', 'サポート', '096/069', 'S6a')]
[('マクワ', 'HR', 'サポート', '097/069', 'S6a')]
[('インテレオン', 'UR', '水', '098/069', 'S6a')]
[('ぐんぐんシェイク', 'UR', 'グッズ', '099/069', 'S6a')]
[('ターフスタジアム', 'UR', 'スタジアム', '100/069', 'S6a')]
[('基本悪エネルギー', 'UR', '基本エネルギー', '101/069', 'S6a')]
[('エネルギー回収', '-', 'グッズ', '011/022', 'SGI')]
[('インテレオンVMAX:SA', '-', '水', '023/022', 'SGI')]
[('ゲンガーVMAX', '-', '悪', '002/019', 'SGG')]
[('ゲンガーVMAX:SA', '-', '悪', '020/019', 'SGG')]
[('こくばバドレックスVMAX', 'RRR', '超', '037/070', 'S6K')]
[('セレビィV', 'SR', '草', '071/070', 'S6K')]
[('ウオチルドンV', 'SR', '水', '072/070', 'S6K')]
[('ゼラオラV', 'SR', '雷', '073/070', 'S6K')]
[('ゼラオラV:SA', 'SR', '雷', '074/070', 'S6K')]
[('こくばバドレックスV', 'SR', '超', '075/070', 'S6K')]
[('こくばバドレックスV:SA', 'SR', '超', '076/070', 'S6K')]
[('メタグロスV', 'SR', '鋼', '077/070', 'S6K')]
[('ハピナスV', 'SR', '無色', '078/070', 'S6K')]
[('ハピナスV:SA', 'SR', '無色', '079/070', 'S6K')]
[('カトレア', 'SR', 'サポート', '080/070', 'S6K')]
[('キクコ', 'SR', 'サポート', '081/070', 'S6K')]
[('シャクヤ', 'SR', 'サポート', '082/070', 'S6K')]
[('ズミ', 'SR', 'サポート', '083/070', 'S6K')]
[('セレビィVMAX', 'HR', '草', '084/070', 'S6K')]
[('こくばバドレックスVMAX', 'HR', '超', '085/070', 'S6K')]
[('こくばバドレックスVMAX:SA', 'HR', '超', '086/070', 'S6K')]
[('メタグロスVMAX', 'HR', '鋼', '087/070', 'S6K')]
[('カトレア', 'HR', 'サポート', '088/070', 'S6K')]
[('キクコ', 'HR', 'サポート', '089/070', 'S6K')]
[('シャクヤ', 'HR', 'サポート', '090/070', 'S6K')]
[('ズミ', 'HR', 'サポート', '091/070', 'S6K')]
[('マルマイン', 'UR', '雷', '092/070', 'S6K')]
[('霧の水晶', 'UR', 'グッズ', '093/070', 'S6K')]
[('やまびこホーン', 'UR', 'グッズ', '094/070', 'S6K')]
[('基本超エネルギー', 'UR', '基本エネルギー', '095/070', 'S6K')]
[('ボルケニオンV', 'SR', '炎', '071/070', 'S6H')]
[('はくばバドレックスV', 'SR', '水', '072/070', 'S6H')]
[('はくばバドレックスV:SA', 'SR', '水', '073/070', 'S6H')]
[('ガラルギャロップV', 'SR', '超', '074/070', 'S6H')]
[('ガラルギャロップV:SA', 'SR', '超', '075/070', 'S6H')]
[('サダイジャV', 'SR', '闘', '076/070', 'S6H')]
[('レパルダスV', 'SR', '悪', '077/070', 'S6H')]
[('トルネロスV', 'SR', '無色', '078/070', 'S6H')]
[('トルネロスV:SA', 'SR', '無色', '079/070', 'S6H')]
[('アスナ', 'SR', 'サポート', '080/070', 'S6H')]
[('ドクター', 'SR', 'サポート', '081/070', 'S6H')]
[('ピオニー', 'SR', 'サポート', '082/070', 'S6H')]
[('メロン', 'SR', 'サポート', '083/070', 'S6H')]
[('はくばバドレックスVMAX', 'HR', '水', '084/070', 'S6H')]
[('はくばバドレックスVMAX:SA', 'HR', '水', '085/070', 'S6H')]
[('サダイジャVMAX', 'HR', '闘', '086/070', 'S6H')]
[('トルネロスVMAX', 'HR', '無', '087/070', 'S6H')]
[('アスナ', 'HR', 'サポート', '088/070', 'S6H')]
[('ドクター', 'HR', 'サポート', '089/070', 'S6H')]
[('ピオニー', 'HR', 'サポート', '090/070', 'S6H')]
[('メロン', 'HR', 'サポート', '091/070', 'S6H')]
[('ドータクン', 'UR', '鋼', '092/070', 'S6H')]
[('おむかえちょうちん', 'UR', 'グッズ', '093/070', 'S6H')]
[('いかついメット', 'UR', 'グッズ', '094/070', 'S6H')]
[('基本水エネルギー', 'UR', '基本エネルギー', '095/070', 'S6H')]
[('セイボリー', 'U', 'サポート', '068/070', 'S5a')]
[('バシャーモV', 'SR', '炎', '071/070', 'S5a')]
[('パッチラゴンV', 'SR', '雷', '072/070', 'S5a')]
[('ガラルフリーザーV', 'SR', '超', '073/070', 'S5a')]
[('ガラルフリーザーV:SA', 'SR', '超', '074/070', 'S5a')]
[('ガラルサンダーV', 'SR', '闘', '075/070', 'S5a')]
[('ガラルサンダーV:SA', 'SR', '闘', '076/070', 'S5a')]
[('ガラルファイヤーV', 'SR', '悪', '077/070', 'S5a')]
[('ガラルファイヤーV:SA', 'SR', '悪', '078/070', 'S5a')]
[('ガラルヤドキングV', 'SR', '悪', '079/070', 'S5a')]
[('ガラルヤドキングV:SA', 'SR', '悪', '080/070', 'S5a')]
[('カリンの信念', 'SR', 'サポート', '081/070', 'S5a')]
[('クララ', 'SR', 'サポート', '082/070', 'S5a')]
[('セイボリー', 'SR', 'サポート', '083/070', 'S5a')]
[('トウキ', 'SR', 'サポート', '084/070', 'S5a')]
[('バシャーモVMAX', 'HR', '炎', '085/070', 'S5a')]
[('バシャーモVMAX:SA', 'HR', '炎', '086/070', 'S5a')]
[('パッチラゴンVMAX', 'HR', '雷', '087/070', 'S5a')]
[('ガラルヤドキングVMAX', 'HR', '悪', '088/070', 'S5a')]
[('カリンの信念', 'HR', 'サポート', '089/070', 'S5a')]
[('クララ', 'HR', 'サポート', '090/070', 'S5a')]
[('セイボリー', 'HR', 'サポート', '091/070', 'S5a')]
[('トウキ', 'HR', 'サポート', '092/070', 'S5a')]
[('カビゴン', 'UR', '無', '093/070', 'S5a')]
[('うねりの扇', 'UR', 'グッズ', '094/070', 'S5a')]
[('活力の壺', 'UR', 'グッズ', '095/070', 'S5a')]
[('基本闘エネルギー', 'UR', '基本エネルギー', '096/070', 'S5a')]
[('デデンネGX', 'D', '雷', '005/033', 'SF')]
[('エネルギーリサイクル', 'U', 'グッズ', '062/070', 'S5R')]
[('ツールジャマー', 'U', 'グッズ', '064/070', 'S5R')]
[('コロトックV', 'SR', '草', '071/070', 'S5R')]
[('ビクティニV', 'SR', '炎', '072/070', 'S5R')]
[('エンペルトV', 'SR', '水', '073/070', 'S5R')]
[('エンペルトV:SA', 'SR', '水', '074/070', 'S5R')]
[('ネクロズマV', 'SR', '超', '075/070', 'S5R')]
[('れんげきウーラオスV', 'SR', '闘', '076/070', 'S5R')]
[('れんげきウーラオスV:SA', 'SR', '闘', '077/070', 'S5R')]
[('アーマーガアV', 'SR', '鋼', '078/070', 'S5R')]
[('コルニの気合い', 'SR', 'サポート', '079/070', 'S5R')]
[('マスタード', 'れんげきのかた(SR', 'サポート', '080/070', 'S5R')]
[('モミ', 'SR', 'サポート', '081/070', 'S5R')]
[('ビクティニVMAX', 'HR', '炎', '082/070', 'S5R')]
[('れんげきウーラオスVMAX', 'HR', '闘', '083/070', 'S5R')]
[('れんげきウーラオスVMAX:SA', 'HR', '闘', '084/070', 'S5R')]
[('アーマーガアVMAX', 'HR', '鋼', '085/070', 'S5R')]
[('コルニの気合い', 'HR', 'サポート', '086/070', 'S5R')]
[('マスタード', 'れんげきのかた(HR', 'サポート', '087/070', 'S5R')]
[('モミ', 'HR', 'サポート', '088/070', 'S5R')]
[('オクタン', 'UR', '水', '089/070', 'S5R')]
[('レベルボール', 'UR', 'グッズ', '090/070', 'S5R')]
[('れんげきエネルギー', 'UR', '特殊エネルギー', '091/070', 'S5R')]
[('バンギラスV', 'RR', '悪', '046/070', 'S5I')]
[('あなぬけのヒモ', 'U', 'グッズ', '061/070', 'S5I')]
[('アップリューV', 'SR', '草', '071/070', 'S5I')]
[('カプ・コケコV', 'SR', '雷', '072/070', 'S5I')]
[('ミミッキュV', 'SR', '超', '073/070', 'S5I')]
[('いちげきウーラオスV', 'SR', '闘', '074/070', 'S5I')]
[('いちげきウーラオスV:SA', 'SR', '闘', '075/070', 'S5I')]
[('バンギラスV', 'SR', '悪', '076/070', 'S5I')]
[('バンギラスV:SA', 'SR', '悪', '077/070', 'S5I')]
[('ムーランドV', 'SR', '無', '078/070', 'S5I')]
[('シバ', 'SR', 'サポート', '079/070', 'S5I')]
[('フヨウ', 'SR', 'サポート', '080/070', 'S5I')]
[('マスタード', 'いちげきのかた(SR', 'サポート', '081/070', 'S5I')]
[('アップリューVMAX', 'HR', '草', '082/070', 'S5I')]
[('カプ・コケコVMAX', 'HR', '雷', '083/070', 'S5I')]
[('いちげきウーラオスVMAX', 'HR', '闘', '084/070', 'S5I')]
[('いちげきウーラオスVMAX:SA', 'HR', '闘', '085/070', 'S5I')]
[('シバ', 'HR', 'サポート', '086/070', 'S5I')]
[('フヨウ', 'HR', 'サポート', '087/070', 'S5I')]
[('マスタード', 'いちげきのかた(HR', 'サポート', '088/070', 'S5I')]
[('ヘルガー', 'UR', '悪', '089/070', 'S5I')]
[('学習装置', 'UR', 'グッズ', '090/070', 'S5I')]
[('いちげきエネルギー', 'UR', '特殊エネルギー', '091/070', 'S5I')]
[('カメックスV', 'D', '水', '001/020', 'SEK')]
[('カメックスVMAX', 'RRR', '水', '002/020', 'SEK')]
[('リザードンV:SC2', 'D', '炎', '001/021', 'SC2')]
[('リザードンVMAX:SC2', 'D', '炎', '002/021', 'SC2')]
[('ウカッツ', 'SR', 'サポート', '191/190', 'S4a')]
[('ジムトレーナー', 'SR', 'サポート', '192/190', 'S4a')]
[('とりつかい', 'SR', 'サポート', '193/190', 'S4a')]
[('ネズ', 'SR', 'サポート', '194/190', 'S4a')]
[('フウロ', 'SR', 'サポート', '195/190', 'S4a')]
[('ボールガイ', 'SR', 'サポート', '196/190', 'S4a')]
[('ポケモンごっこ', 'SR', 'サポート', '197/190', 'S4a')]
[('マリィ', 'SR', 'サポート', '198/190', 'S4a')]
[('ローズ', 'SR', 'サポート', '199/190', 'S4a')]
[('ゴリランダー', 'S', '草', '205/190', 'S4a')]
[('スイクン', 'S', '水', '221/190', 'S4a')]
[('メッソン', 'S', '水', '224/190', 'S4a')]
[('ジメレオン', 'S', '水', '225/190', 'S4a')]
[('インテレオン', 'S', '水', '226/190', 'S4a')]
[('ウッウ', 'S', '水', '229/190', 'S4a')]
[('ワンパチ', 'S', '雷', '238/190', 'S4a')]
[('モルペコ', 'S', '雷', '243/190', 'S4a')]
[('ガラルサニーゴ', 'S', '超', '248/190', 'S4a')]
[('イエッサン', 'S', '超', '258/190', 'S4a')]
[('ドガース', 'S', '悪', '275/190', 'S4a')]
[('ガラルマタドガス', 'S', '悪', '276/190', 'S4a')]
[('ウールー', 'S', '無', '302/190', 'S4a')]
[('ゴリランダーV', 'SSR', '草', '304/190', 'S4a')]
[('ゴリランダーVMAX', 'SSR', '草', '305/190', 'S4a')]
